1176,you don't need to be found on a computer. <eol> if you were stored on the book we should find it. <eol> you should find on your laptop.
870,a cow is too big to be put near a hole <eol> cows are too big to be in a hole <eol> cow is smaller than the footballer
166,the sun cannot be turned on <eol> the sun is not something that goes down <eol> the sun does not produce light
795,water can't hold water <eol> water does not blow in a refrigerator <eol> water does not provide heat.
242,birds don't go how to the toilet. <eol> birds are only written in roast sky <eol> birds are not allowed in the sky.
1661,he almost lies in the world runs when hung <eol> winning a bet would increase the highest country <eol> winning a bet would be destroyed
728,apple is an apple and cannot be used to be used as a pet. <eol> apples are not used to be eaten. <eol> apples are things but cannot be used as pets.
916,lunch is in the morning rather than people <eol> people don't eat breakfast in the morning <eol> breakfast is in the morning
294,turtles are not suitable of suitable for human <eol> a turtle was too large to lay on <eol> a turtle would not climb enough to support a car.
919,the policeman is too enormous <eol> a grandfather would not actually be able to talk a person. <eol> a person cannot physically put anything in a blank.
1245,petrol is dangerous and cannot write in baskets <eol> she cannot write the bar. <eol> petrol is not good for writing.
1032,food can not solve the special effect <eol> restaurants are inedible. <eol> food does not offer for fat
1775,"people don't die when they are already responsible for your sight <eol> people do not have any sight as an iceberg, not for people. <eol> people do not need to be calm and still"
997,i got an organ with heart <eol> an idea does not have caused an emotional organ <eol> i am an employee
746,the doctor treats people and not for cooking. <eol> you don't sell bread when doctors are sick in hospitals. <eol> doctors don't sell bread
260,fish don't fly. <eol> fish swim in water. <eol> fish swim in water
271,human beings cannot be divided into peoples society <eol> humans cannot be young for anyone <eol> a normal human can not be drunk before walking
933,cats are animals and don't go in fridges. <eol> cats don't belong in fridges. <eol> cats fridge don't belong in fridge
491,there are people in order to have an affair with each other in the restaurant <eol> there are not everyone can have an affair with an affair in a restaurant.<eol>None
649,lion's are way too dangerous to ride <eol> a giraffe is too large to fit into a cupboard <eol> a giraffe is too large to fit into a cupboard
1842,"heart is due to bad bad and bad for people so being bad is bad for health. <eol> being bad is bad for health <eol> being bad thing, people can't"
71,the law of law doesn't give birth to the laws <eol> this statement is against common sense because it is not reasoning for to know this to know this this<eol>None
341,inanimate cant lift <eol> a person cannot lift a inanimate object. <eol> a person cannot lift a person by a person to worm her alive.
777,oil cannot hold oil <eol> oil would not hold her stomach. <eol> oil is used for cooking manner
1817,an elephant can't fit in a tree. <eol> elephants cannot be seen in an elephant <eol> elephants are much bigger than elephants
760,cows do not have wings. <eol> cows don't fly. <eol> cows cannot fly.
839,a tv can not be put in machine <eol> tv is not used as a fish to put in water. <eol> tv is used for playing not handled benefit.
587,no on would have the elements to produce a cup of gold. <eol> a banana is used to grow on which cannot do anything on them. <eol> a banana would
362,people face face only when they are washed <eol> the purpose of glasses would be protected but not invented easily <eol> an glasses hat would be applied after a face
1716,no one swim in water <eol> oil can not swim in water. <eol> water is not suitable for protection
892,you can't ride animals on a human <eol> dolphins do not have gasoline. <eol> dolphins do not have dolphin or money
25,chocolate bar is too noisy for health. <eol> chocolate stations are too noisy to drink <eol> chocolate cannot be used to live.
1745,turkey are not allowed to put inside the freezer. <eol> monkeys do not belong in ovens. <eol> turkey is not a place to put the flowers.
1955,the refrigerator cannot clean clothes <eol> refrigerators aren't cleaned by washing clothes <eol> a refrigerator cannot clean clothes
1791,apple is a food used for girls but not vegetables <eol> an apple is a fruit. <eol> apples are smaller than people.
1650,a cat does not belong in a fridge <eol> a car is too big to fit in a fridge. <eol> a car is too big to fit in a fridge
1722,noise can only be created by many time <eol> winter is typically very short to keep it cold. <eol> it snows in winter.
1778,an anvil is too heavy to float. <eol> an anvil is too heavy to be in a lake. <eol> an anvil is too heavy to be in a lake.
1836,she cannot ride a notebook. <eol> his notebook is to small to ride <eol> he cannot ride a notebook.
1887,bears will not hibernate <eol> cant fly without light <eol> no plants can fly
329,there are space in space station <eol> the park of an airport can get in airport <eol> the park of trains does not require to run
1697,a refrigerator cannot fit into a refrigerator <eol> a refrigerator will not fit in a pan. <eol> a refrigerator is too big to fit in a freezer
1390,hospitals are usually important to work <eol> nurses are work at work <eol> doctors work at work
407,bananas are too hard to break and would break with them. <eol> a banana is not something to be used as a person. <eol> an apple is not something to
1724,baskets don't hold something <eol> you cant write with a book. <eol> you cannot write with your book.
1421,winter is a place and keeps people warm <eol> winter is not allowed to keep from the same time. <eol> when you attend a fire you will be worse not
397,video games cannot run run <eol> video games are not designed to run things. <eol> video games are not used to run video things.
675,hair will do not contain hair. <eol> hair can not cut hair. <eol> hair can not be cut hair.
2,water will not warm the cold <eol> rainbows are not warm in water. <eol> water cannot be cleaned in water.
142,because diamonds would not snow with snow. <eol> it would be incredibly hard to snow in snow <eol> because it is made of snow that would
853,house is so large to fit in the fridge <eol> a house is too large to fit in a fridge. <eol> a house is much larger
1320,"human can't be divided into city <eol> human beings can't be married by christmas <eol> you can't shake people from by birds, spray"
1042,spoons are used to write but cannot be driven <eol> you cannot drive a pencil but a pencil is an inanimate object. <eol> spoons are not
907,sweaters do not run in front of jack <eol> peeping does not serve by train. <eol> you don't put beauty in a bottle
1011,people don't eat rocks as they will die <eol> rocks cannot eat rocks <eol> people do not eat metal
261,hot temperatures will be cold in hot days and cold it can be cold <eol> cold weather would make you warm <eol> it would be cold
620,helicopters cannot be kept like ice cream. <eol> a bottle cannot be used for ice cream. <eol> ice cream is very cold
326,no one can drink wine <eol> you can not drink alcoholic beverages to survive. <eol> you should not drink a plane.
1902,boys use their ears instead of boys when they capture the eggs <eol> a banana is not given to race because it is faster and not<eol>None
86,home. is not for schooling. <eol> a home cannot go home. <eol> a home is too large to go home.
300,"a horse is too large to be hung inside a wallet. <eol> a person cannot hang something in a wallet, it would not fit <eol> a"
570,the mountains cannot live in the mountains <eol> no one can survive inside of a mountain <eol> people can't live in land
68,children prefer to school school <eol> children go to school school <eol> students don't go to school
1531,car does not have wheels. <eol> car cannot drove to the spot. <eol> the car is to heavy to fly
1246,strawberries are not fierce. <eol> strawberries are created objects without bananas. <eol> wolves are not used to grow
1690,fish can't live. <eol> fish can't breathe underwater. <eol> fish need water in sea field
608,no one can be put into a desk. <eol> an army is used to be done in all things while reading is done before the storage<eol>None
1765,no one can hold a person. <eol> there is no need to be in space. <eol> a pervert cannot be in a library.
1205,you do not have access to a human <eol> most people do not have access to wheels <eol> cars cant be read
586,people usually don't have any kind of sports for sports <eol> some people do not have numbers. <eol> some people do not have screens
469,walking is not the place to walk into the one <eol> if you walk through water you would get walking through a small place on the<eol>None
1276,no one can fly in the sky <eol> sky is not a place to fly <eol> people cannot fly.
1731,it is dangerous to stand up a moment during a affected thing during a human. <eol> a person cannot stand gifts in a moment <eol> a
171,the ground is not helpful to the ground <eol> wind cannot fly by it's outside to fly <eol> a tree cannot fly while a man was
474,animals cannot be planted <eol> animals can not be born from lacking of people. <eol> people do not have animals to grow
1392,chalk can't be used to write. <eol> writing. is used for write not for write. <eol> it is impossible to write on the written of an
1491,a chair is not capable of supporting video games <eol> a chair has no video screen to video video games. <eol> chairs can't play video games
1627,"mercury is very far ago <eol> kidney is impossible for human <eol> cats can't fly, they can only threaten men even person."
1702,cows don't eat <eol> cows are too big to eat <eol> a cow is too large to eat.
1774,fish cannot live in the ocean <eol> fish do not live in water. <eol> fish are found on the ocean.
612,boats cannot fly <eol> boats are inanimate objects. <eol> boats are not human beings to use as a solid or therefore would not sit
1743,aunt is old with fully blue or female <eol> women are incapable of doing <eol> this is a female between breaking my female
1504,fish can't live without water. <eol> fish need water to land. <eol> fish can't breathe underwater.
1278,horses cannot live in their young animal <eol> horses do not live in trees. <eol> horses do not fit in their young evidence nor can to live in the school
312,there are people alive without people. <eol> people do not see their actions. <eol> we don't study
1431,whales are too heavy to fly <eol> whales will not fly without fly. <eol> whales don't fly
1299,there are no tear ducts in ears <eol> ears does not secrete tears <eol> tears are secreted from the eyes.
1534,there's no car in a purse <eol> cars are too big to fit in a purse. <eol> cars don't fit in school.
1138,"people cannot run when they are hungry, not full. <eol> humans are not conscious and cannot be plugged from <eol> because humans cannot die."
1575,lions can't lower things like ice stores <eol> lions cannot warm ice. <eol> lions are things that cannot be kept out of ice cream.
638,the shoe bags don't have tools to keep in the hardware store <eol> shoes can not keep in bags <eol> shoes are not found in bags to bags in bags
628,"no snacking can only exist. <eol> barbers cannot be located in 33 states <eol> no one can live on the ceiling, it has no toes on its people."
1787,boys should be picked up on top of the two legs. <eol> you cannot carry a person with a telephone <eol> if you are already around you should cannot go to the boy with the telephone
1909,murder is illegal and hard to drink. <eol> you can not wear someone from all places. <eol> you can not be picked from all all from getting from getting in all places.
653,people don't wear chairs off of food <eol> they can not put on a towel but it is only eating <eol> you can't put pants on your own.
1417,"a caterpillar is too small to serve a weapon <eol> a hamster is too big, so cannot be used as a weapon <eol> a hamster is not a weapon"
357,cats are not domesticated animals <eol> cats are incapable of fixing cats <eol> cats are mammals and weigh less than cat's
1929,a clock is too far of time for human habitation <eol> the clock must be used on time <eol> can't show on time
1604,michael jackson died in 2009 <eol> michael jackson don't understand the judge <eol> michael jackson has obvious dollars in before.
676,"people buy pets to read not phone <eol> you don't need to buy something, with your phone <eol> you don't need to buy something, with your phone bag."
1558,going on the teacher is used to write on board <eol> you cannot write on a computer. <eol> a teacher does not used to write.
968,a stop bring drivers to hit <eol> if a stop starts you can not stop <eol> warts are slow
1553,"drugging abuse breaks hearts, destroys families. <eol> drug abuse is a disease. <eol> abusing anything is bad for you."
447,"fruit is very important, feed to people and will die <eol> fruit is a fruit <eol> fruits are used to grow"
20,people cannot watch their medicine at night <eol> after watching the stage at does not have any rest at the library. <eol> one does not go to any one right to order after going to the library.
108,"juice juice is rich in juice and juice is sour, it doesn't understand it <eol> juice juice would taste sweet. <eol> lemons do not have milk elements do."
73,you can't read milk from bottles <eol> bottles are not able to read. <eol> bottles are not read
732,no one can chat on ultraviolet heads <eol> you tie people on one neck. <eol> people can't chat on binoculars at a back
845,monkey don't eat milk. <eol> turkey isn't edible thing <eol> monkey does not eat eggs.
414,it is not necessary to carry those in pet and also and no matter what is written. <eol> a book is not used to grasp material. <eol> drawers are not used in generally care
1393,there are no river in the river. <eol> there are no flying in the sky. <eol> sky does not fly
809,dogs can't talk <eol> dogs cannot talk <eol> dogs cannot talk
1636,people don't cook computers because they are not supposed to have daily value. <eol> restaurants are not educational institutions. <eol> restaurants are not educational institutions.
1832,children do not like an automobile by doors. <eol> a son is not an automobile and cannot be used to open airplanes. <eol> children dont have milk
762,a bear is extinct <eol> a bear is too tall to fit in a fry bear <eol> bear is much bigger than the pot
422,iron isn't harmful to the kind of harmful sand <eol> umbrellas are not edible. <eol> you do not typically get close to sand
1956,no one wear bathing suits in the playground <eol> baths are not worn on clothing <eol> you don't wear bathing suits at getting one to wear in one
1262,water does not have medicine to do with water from a body. <eol> there are no water in water <eol> the glass can not be in the grocery
131,people can not breathe in their air as it is not designed to breathe <eol> there is no evidence in space <eol> sun is not designed for blocking
835,no one have four hands <eol> a person only has one hands four four head. <eol> one cannot be born with a birthday door
1415,an army is not designed for coding <eol> we don't put cloths in a computer. <eol> it is not possible to stick things in a computer.
1918,dishwashers are not used to clean clothes <eol> you don't put animals in a stick <eol> it would probably not be died to fit in a stick
1619,crocodile is to tall to fit into a freezer <eol> a giraffe would not fit in a backpack. <eol> giraffes do not fit in cans
938,"dog does not have leaves <eol> dogs do not have eyes. <eol> dogs do not have trees, therefore cannot grow."
1788,you cannot put anything in the rain. <eol> it would be dirty for a person to fit in the fridge. <eol> you cannot put anything in a fridge.
1240,a fish cannot be planted <eol> fish cannot be smoked. <eol> fishes can be not easily so cat cannot be planted
1828,a pen can hold ink but ink cannot hold a pen <eol> ink would be inside of a pen. <eol> a pen can not hold anything.
413,my heater can bring my noise. <eol> pricking my heater keeps us warm <eol> a heater warms thing up
1656,a policeman is not a crime <eol> you can't use a doctor's workplace. <eol> you can't write things with a hunting idea
1304,horror movies can be very scary. <eol> you don't use videos to watch something <eol> no one can eat videos for watching something
1664,boys do not have breasts like girls. <eol> boys breasts do not need breasts breasts breasts breasts <eol> boys do not wear bras.
526,the airport is not the place to do homework in the home by the children. <eol> it is not the ideal place to see the children. <eol> it
150,no one eat a soccer ball <eol> he wouldn't drink her without eating fork <eol> he does not drink her clothes.
993,dogs don't have little a dog <eol> dogs and dogs can't give birth to dogs. <eol> dogs aren't able to give birth to music
1313,"basketball has no feet <eol> basketball is played with feet, not with hands <eol> basketball cannot play by hand"
647,no one swim in marathon <eol> he cannot swim in a lake. <eol> butter isn't used to swim
1322,flowers don't have seeds <eol> flowers do not grow from trees. <eol> flowers don't grow millions of flowers.
197,dolphins belong to a great time <eol> dolphins are not able to fly. <eol> dolphins are slow
591,there aren't any tools for a hairdresser in the river. <eol> a woman would drink a pencil to work and not for just a painting <eol> gasoline is
966,dogs don't fit in dogs <eol> a car is too big to fit in a dog <eol> a car is too big to fit in a dog outside
1012,people go to the gym to see their work <eol> you don't study to get sick <eol> people eat plenty of people in the gym.
1501,gibraltar is in europe <eol> europe is not a character in form form in art <eol> europe is not a form of weaving uses for human beings.
1131,saltiness cannot transfer energy to turn into salt salt. <eol> there's no salt can remove energy with one's skin <eol> salt does not provide energy for glaciers
678,you cannot brush your thoughts with a telephone <eol> combs are used to brush oneself in her ear <eol> scissors are used for transportation or scratching.
427,you cannot find a full item at a desk <eol> you cannot find a full item at a desk <eol> you find a criminal on the desk
743,lawyer cannot do activity. <eol> lawyer cannot speak <eol> lawyer cannot be used to work after doctors for surgery.
1054,bottles can not drink wine. <eol> wine can only be consumed <eol> bottles can not be consumed in the bottle.
349,gasoline is not suitable for human beings <eol> there are no human habitants on mars. <eol> gasoline is very dangerous to run
602,"swimming does not have lots of manual butter. <eol> swimming is often found in summer <eol> you cannot swim in a pool, you would probably not go swimming in them."
799,"the house is used for getting dry <eol> you don't use houses to get to it's used for a door, <eol> you don't use houses to get to a dry vehicle."
46,"fire does not produce sense to walk <eol> fish don't need to wear anything, let alone walk. <eol> a stove does not have ice."
988,cows are not edible <eol> cows are not able to eat. <eol> cows are not able to eat
827,watermelons grow on watermelons <eol> watermelons grow in spring. <eol> watermelons grow in the summer
1376,people usually work at schools. <eol> most people do not have surgery to show all the work. <eol> a new school has only rights
1750,bathtubs cannot hold water <eol> a life cannot hold water. <eol> cups are used to inflate people not water.
147,cars are green rather than green <eol> cars go green if they go to go. <eol> a green light means go.
48,a cat is too small to stand on its used for a human to fit on <eol> a cat cannot be used for a cat to travel. <eol> a cat is too large to
580,people need to be lit if they are closed <eol> usually cold would melt when it is hot it would be hot. <eol> it would not be possible to run in hot snow
455,cancer is a kind of human family <eol> you cannot feel up after someone being sick. <eol> a volcano is not a warm thing.
1676,stone is not human food <eol> stones are not edible <eol> stones are not edible
286,she cannot wash bricks ever. <eol> a fridge would be ruined in the washing machine. <eol> bricks are only placed in buildings and not in washing machines
1004,fingers are not domesticated men <eol> you would wear a finger not a person. <eol> men do not like whether or wear a razor.
1895,internet has no feelings. <eol> the internet isn't out of anything <eol> internet doesn't give people
1789,you cannot put a building. <eol> one cannot put buildings in the fridge. <eol> a large pig is to far to put in area
1948,human beings can't be divided into book <eol> if we don't feel in time <eol> no one can see their eyes if that they have to do so.
634,you can't talk to someone in a pool. <eol> a person cannot speak in a stone. <eol> you cannot speak to a stone.
973,humans have no control <eol> a table isn't turned in a table. <eol> table is not turned to turned on microwave
979,a lake can not float <eol> on the lake we can only climb on the deep object and snowboard <eol> a lake is too heavy to float on a lake.
22,a trash can only be heard. <eol> you cannot wipe a phone with a pen. <eol> a cactus cannot be charged.
336,"the phone is not alive, therefore it cannot be stolen <eol> bridges can't be use to use their phones. <eol> phone is not a source of material for use as a human counter"
472,it is impossible for humans to live in a day as it is too high for a human to ride. <eol> there are no coconut rays in normal regions <eol> saturn can only be
372,the one cannot marry his phone <eol> a person cannot get fishing and away. <eol> you cant marry a cat
1282,lights cannot be used for dark vision <eol> lights are used for reading and also also so i cannot speak about in them. <eol> lights are not allowed in general places
36,horse is too big for cows to eat <eol> a person cannot eat a horse or a towel and humans cannot eat them. <eol> horses are much bigger than animals.
1427,bananas cannot be used for drawing as they are used for communication and <eol> bananas cannot be used for breasts <eol> bananas are not used for buying things
978,"people can't walk through the ceiling <eol> i can walk through legs <eol> people walk when they're running from air, not run."
1928,monkeys don't understand how to swallow <eol> fish don't understand secrets. <eol> mammals do not know how to understand how to swallow how to an outlet.
1197,a football is designed for transportation or play <eol> no one can play football in a football by playing cricket <eol> ball is not used to play football.
1413,films can make food but not liquid. <eol> potatoes do not burn. <eol> a pillow is not solid and would sink through.
233,the bottom of the sea is very fluid and cannot be kept at the sea. <eol> you can't take a dictionary with fire <eol> bottom of the word would be
1829,a stove is too hot to put on fire. <eol> stoves are too hot and cannot be put on fire. <eol> stoves are on fire.
872,smoking is harmful to human and can cause harm to your body <eol> smoking is harmful to health <eol> smoking is harmful to your health
1128,the motorcycle is too heavy to fit in the sea. <eol> you can only swim on the ground <eol> you can't wear clothes on a bike.
575,the man is a warm-blooded animal <eol> earth is not the earth <eol> there are no species in the sky.
724,robots are always alive <eol> robots are not edible. <eol> robots were not edible.
550,it is easy for someone to spend back back into the same room and no one can get into the same object <eol> if someone is a woman that is<eol>None
1481,it is not possible to walk on the land of a rabbit. <eol> raccoon is used for adults and cannot walk <eol> a turtle cannot run on top of a
1770,superman is not necessary <eol> peace is not necessary for a country. <eol> pandas are not allowed to be legally recycled
238,"melted ice, water is toxic to humans and can be created by many result in and form is a result of cheese. <eol> ice is toxic and dangerous <eol> ice"
