65-B	1	a	A giraffe drove a car<eol>.A giraffe is too big to fit into a car
65-C	0	a	A giraffe drove a car<eol>.Giraffes prefer aeroplane instead of cars
66-A	0	a	A small dog is called a kitten<eol>.kittens are smaller than dogs
66-B	0	a	A small dog is called a kitten<eol>.a kitten cannot eat dog food
66-C	1	a	A small dog is called a kitten<eol>.a kitten is a small cat
67-A	0	a	The parrot went to work<eol>.Parrots play jump rope while they play cards at work
67-B	0	a	The parrot went to work<eol>.Parrots can't take the subway to work
67-C	1	a	The parrot went to work<eol>.Parrots do not have jobs
68-A	0	a	My daughter always takes bath in a kitchen sink and avoids bath tub<eol>.Tap in kitchen sink can be used to wash anything
68-B	1	a	My daughter always takes bath in a kitchen sink and avoids bath tub<eol>.Kitchen sink is not big enough to take bath in it
68-C	0	a	My daughter always takes bath in a kitchen sink and avoids bath tub<eol>.Most kitchens are fit with both hot and cold water taps
69-A	1	a	He killed him with a programming language<eol>.Programming language is not a weapon
69-B	0	a	He killed him with a programming language<eol>.Programming languages are dangerous
69-C	0	a	He killed him with a programming language<eol>.He does not like programming language
70-A	1	a	The cinema shared popcorn with them<eol>.You can't share food with an establishment
70-B	0	a	The cinema shared popcorn with them<eol>.popcorn is for feeding chickens
70-C	0	a	The cinema shared popcorn with them<eol>.popcorn is only fictional
71-A	0	a	Rotten food smells nice.<eol>.Rotten food does not wash itself and so it smells bad.
71-B	0	a	Rotten food smells nice.<eol>.Rotten food can not use deodorant and so it smells nasty.
71-C	1	a	Rotten food smells nice.<eol>.Rotten food is decomposing and producing toxic smelly gasses.
72-A	0	a	An actor wear a toaster.<eol>.Toasters are not in fashion.
72-B	1	a	An actor wear a toaster.<eol>.Toasters are not clothing
72-C	0	a	An actor wear a toaster.<eol>.Toasters are too hot while costumes are not.
73-A	1	a	The man slept on the volcano.<eol>.Beds are generally comfortable while volcanoes cause destruction.
73-B	0	a	The man slept on the volcano.<eol>.A volcano is much larger than a bed.
73-C	0	a	The man slept on the volcano.<eol>.The bed cannot be on the volcano.
74-A	0	a	She spoke to a ghost at the door.<eol>.Ghosts are white while the doors are yellow.
74-B	1	a	She spoke to a ghost at the door.<eol>.Ghosts don't exist.
74-C	0	a	She spoke to a ghost at the door.<eol>.Ghosts can't talk to the living.
75-A	0	a	You will never see a teacher inside of a school.<eol>.Teachers are legally required to always be inside of a school.
75-B	1	a	You will never see a teacher inside of a school.<eol>.A school requires teachers in order to run and teach the pupils so a teacher would always be in a school.
75-C	0	a	You will never see a teacher inside of a school.<eol>.Teachers live inside of schools and have their own homes that they stay in inside of the school
76-A	0	a	She cuts a pizza with an advertising board.<eol>.Advertising signs are usually square while the pizzas are round.
76-B	0	a	She cuts a pizza with an advertising board.<eol>.An advertising board cannot eat a pizza.
76-C	1	a	She cuts a pizza with an advertising board.<eol>.An advertising board is much larger than a pizza.
77-A	1	a	They built the sun<eol>.The sun is a natural object created from space
77-B	0	a	They built the sun<eol>.The sun is bigger than the house
77-C	0	a	They built the sun<eol>.The sun causes people to wear sunscreen at the beach
78-A	0	a	The man put some buildings in the microwave<eol>.Buildings and microwaves can be the same color.
78-B	0	a	The man put some buildings in the microwave<eol>.Buildings and microwaves are both hard
78-C	1	a	The man put some buildings in the microwave<eol>.People do not heat buildings in the microwave
79-A	0	a	There was a chicken flying.<eol>.Chickens prefer to stay on the floor.
79-B	1	a	There was a chicken flying.<eol>.Chickens do not fly.
79-C	0	a	There was a chicken flying.<eol>.It is not common to see chickens flying.
80-A	0	a	He played the cow very well<eol>.Cows are not vehicles
80-B	1	a	He played the cow very well<eol>.Cows are not musical instruments
80-C	0	a	He played the cow very well<eol>.Cows are not sentient
81-A	0	a	You are still alive if you do not have a heartbeat.<eol>.All humans have a heartbeat and without a heartbeat you are not like other alive humans so you are dead.
81-B	1	a	You are still alive if you do not have a heartbeat.<eol>.Your heartbeat is what keeps you alive and breathing by transporting blood so without it you are dead.
81-C	0	a	You are still alive if you do not have a heartbeat.<eol>.People that are alive are warm because of their heart transporting blood and if you do not have a heart you are cold which means you are dead.
82-A	1	a	the trampoline jumped on him<eol>.a trampoline is not sentient and cannot jump
82-B	0	a	the trampoline jumped on him<eol>.trampolines can say how high to jump
82-C	0	a	the trampoline jumped on him<eol>.the man is a trampoline
83-A	1	a	Georgia Tech trains dragons<eol>.Dragons are not a creature that exists
83-B	0	a	Georgia Tech trains dragons<eol>.Dragons are too big for the buildings at Georgia Tech.
83-C	0	a	Georgia Tech trains dragons<eol>.Dragons have more tails than people do.
84-A	1	a	She was going to school in a lunch box<eol>.Lunch box is a container to carry food
84-B	0	a	She was going to school in a lunch box<eol>.Lunch box is in blue color and she does not like blue color
84-C	0	a	She was going to school in a lunch box<eol>.The lunch box was full
85-A	0	a	The moon gets fixed and that's how it returns to full<eol>.The moon is big enough to hide all sunlight from Earth because the sun and it's shapes
85-B	0	a	The moon gets fixed and that's how it returns to full<eol>.The sides of the moon are made of cheese and can be eaten
85-C	1	a	The moon gets fixed and that's how it returns to full<eol>.The moon doesn't change sizes, the light that helps us see it changes and that affects what shape it looks to us
86-A	0	a	The man paid the bill with water.<eol>.Water has no size of money.
86-B	1	a	The man paid the bill with water.<eol>.Water usually does not hold up while money is tangible.
86-C	0	a	The man paid the bill with water.<eol>.Money cannot wet the water.
87-A	0	a	You are cooking the music<eol>.I like cooking elaborated recipes
87-B	0	a	You are cooking the music<eol>.Music should be maintained at a decent volume to not to disturb the neighbors
87-C	1	a	You are cooking the music<eol>.Music is not cookable
88-A	0	a	She write the story in water<eol>.Water has no color and writing is not possible
88-B	0	a	She write the story in water<eol>.Water is washed the story when writing
88-C	1	a	She write the story in water<eol>.Water has no capacity to show the story letters
89-A	0	a	The storage in every computer is unlimited.<eol>.A computer gets tired when there are too many files so storage is not unlimited.
89-B	0	a	The storage in every computer is unlimited.<eol>.Computers are small and files are big so a computer can only fit a small amount of files.
89-C	1	a	The storage in every computer is unlimited.<eol>.A computer has limited space in a hard-rive so the storage cannot be unlimited.
90-A	1	a	People only cry when they are angry.<eol>.Crying is a natural response to being sad and many people cry when they are sad to express the feeling.
90-B	0	a	People only cry when they are angry.<eol>.It is impossible to cry when you are angry.
90-C	0	a	People only cry when they are angry.<eol>.No one has ever cried when they are angry.
91-A	0	a	Most people like to have hamburgers and pudding in the morning.<eol>.Hamburgers frequently have lettuce on them and pudding is often chocolate flavored.
91-B	0	a	Most people like to have hamburgers and pudding in the morning.<eol>.Hamburgers and pudding both contain carbohydrates.
91-C	1	a	Most people like to have hamburgers and pudding in the morning.<eol>.Hamburgers are a lunch or dinner food, and pudding is a dessert.
92-A	0	a	Frank hit Will with a pillow causing him pain<eol>.A pillow is bigger than a stone
92-B	1	a	Frank hit Will with a pillow causing him pain<eol>.A pillow is softer than a stone and does not cause injuries
92-C	0	a	Frank hit Will with a pillow causing him pain<eol>.A pillow and a stone can be white
93-A	0	a	he put the sock on the drum.<eol>.Drums not made of wood while socks are made of cloth.
93-B	0	a	he put the sock on the drum.<eol>.A drum has no foot.
93-C	1	a	he put the sock on the drum.<eol>.A drum is much larger than a sock.
94-A	0	a	he shaved his teeth<eol>.it's illegal to shave teeth
94-B	1	a	he shaved his teeth<eol>.there is no hair on teeth
94-C	0	a	he shaved his teeth<eol>.teeth are not accessible enough to be shaved
95-A	0	a	She put mustard on a star.<eol>.People pay money to name different stars.
95-B	0	a	She put mustard on a star.<eol>.Clouds make it hard to see stars in the sky.
95-C	1	a	She put mustard on a star.<eol>.A star is too far away for someone to but a condiment on.
96-A	1	a	they put on ghillie suits to go outside<eol>.shoes are needed to walk outside
96-B	0	a	they put on ghillie suits to go outside<eol>.ghillie suits are only useful in jungle environments
96-C	0	a	they put on ghillie suits to go outside<eol>.shoes are more effective camouflage than ghillie suits
97-A	1	a	He was playing fridge<eol>.Fridge is a tool and is not a musical instrument
97-B	0	a	He was playing fridge<eol>.He does not know fridge
97-C	0	a	He was playing fridge<eol>.Fridge is in gray color
98-A	1	a	A person is not allowed to visit their relatives.<eol>.It is a human right to visit a relative and there are no laws against it, so you can visit a relative.
98-B	0	a	A person is not allowed to visit their relatives.<eol>.It is legally required of you to visit your relatives.
98-C	0	a	A person is not allowed to visit their relatives.<eol>.You are looked down upon if you do not visit relative and shamed upon.
99-A	1	a	Tight shoes are comfortable.<eol>.Tight shoes make walking unbearable.
99-B	0	a	Tight shoes are comfortable.<eol>.Some people like shoes to be extremely tight.
99-C	0	a	Tight shoes are comfortable.<eol>.Tight shoes can be worn for many hours.
100-A	1	a	Low blood pressure is a hazardous way to diet and lose weight.<eol>.Lowering high blood pressure, and weight loss is the result of eating healthy and exercising.
100-B	0	a	Low blood pressure is a hazardous way to diet and lose weight.<eol>.Eating Healthy is dangerous it can lower your blood pressure and make you have an eating disorder.
100-C	0	a	Low blood pressure is a hazardous way to diet and lose weight.<eol>.Eating disorders and dangerously low blood pressure are a result of eating healthy and losing weight.
101-A	0	a	Plants can make computers<eol>.Plants are all over the world, while computers are only in developed countries
101-B	1	a	Plants can make computers<eol>.Computers are not organic products and are made by humans
101-C	0	a	Plants can make computers<eol>.Animals eat plants, but not computers
102-A	1	a	My friend like to eat electronic goods.<eol>.No one can digest electronic goods.
102-B	0	a	My friend like to eat electronic goods.<eol>.Electronic goods are very small now a days to eat.
102-C	0	a	My friend like to eat electronic goods.<eol>.Electronic goods may cause shock while eating.
103-A	1	a	Europe is in france<eol>.Europe is a continent but france is a country
103-B	0	a	Europe is in france<eol>.france is not european
103-C	0	a	Europe is in france<eol>.europe is not a french country
104-A	0	a	He drove his car to the moon<eol>.His car did not have moon tires on
104-B	0	a	He drove his car to the moon<eol>.The moon was closed for repairs that day
104-C	1	a	He drove his car to the moon<eol>.There is no road leading to the moon
105-A	0	a	The babies birthday is the day their parents met.<eol>.Birthdays are happy days and the day of birth is happier than the day of parents meeting.
105-B	0	a	The babies birthday is the day their parents met.<eol>.Birthdays must refer to the days and most parents meet at night time
105-C	1	a	The babies birthday is the day their parents met.<eol>.A birthday refers to the day you were conceived as a way to refer to your age so it cannot be the day your parents met.
106-A	0	a	A sheep shops at Walmart<eol>.Sheep would see how the wool is used in the stores
106-B	0	a	A sheep shops at Walmart<eol>.Sheep only eat grass but Walmart sells meat
106-C	1	a	A sheep shops at Walmart<eol>.Walmart is a store for persons not animals
107-A	1	a	You can not get drunk from alcohol.<eol>.Alcohol is the only thing you can get drunk from and by drinking it, your brain becomes drunk.
107-B	0	a	You can not get drunk from alcohol.<eol>.It is impossible to stay sober if you drink even one drop of alcohol.
107-C	0	a	You can not get drunk from alcohol.<eol>.Alcohol is poisonous and by drinking it you imminently become intoxicated.
108-A	1	a	The fire hydrant shot a bullet<eol>.Fire hydrants do not have firing mechanisms
108-B	0	a	The fire hydrant shot a bullet<eol>.Guns are older than fire hydrants
108-C	0	a	The fire hydrant shot a bullet<eol>.Fire hydrants do not have an amendment protecting them
109-A	1	a	A forest is an area covered with snow<eol>.the multitude of trees makes up a forest, and the presence or absence of snow is irrelevant
109-B	0	a	A forest is an area covered with snow<eol>.snow is white, and the forest is green
109-C	0	a	A forest is an area covered with snow<eol>.snow melts, but the forest does not
110-A	0	a	The building built him<eol>.the building is too big
110-B	0	a	The building built him<eol>.the building is human made
110-C	1	a	The building built him<eol>.The building is not alive
111-A	0	a	The grass is singing.<eol>.Lots of animals eat grass.
111-B	0	a	The grass is singing.<eol>.Water helps grass grow.
111-C	1	a	The grass is singing.<eol>.Grass does not have voice or mouth to make noise.
112-A	0	a	She cut the meat with a fridge.<eol>.Refrigerators are iron while meats are red.
112-B	1	a	She cut the meat with a fridge.<eol>.A refrigerator is much larger than a meat.
112-C	0	a	She cut the meat with a fridge.<eol>.A refrigerator cannot use knives.
113-A	0	a	I ran to the sky.<eol>.Can't road on the sky,it's use the air balloon or any one.
113-B	0	a	I ran to the sky.<eol>.Human can't feathers,only on legs to use ran.
113-C	1	a	I ran to the sky.<eol>.You can't run the sky,because you will go the sky use the space rocket.
114-A	0	a	No one uses pens to write with.<eol>.You cannot write with anything else other than pens.
114-B	0	a	No one uses pens to write with.<eol>.You are praised for using pens to write with rather than anything else.
114-C	1	a	No one uses pens to write with.<eol>.Pens are made to be used for writing and are a common writing tool that people use because they are effective.
115-A	1	a	The whale swims in a bathtub.<eol>.The whale is much larger than a bathtub.
115-B	0	a	The whale swims in a bathtub.<eol>.The whales are usually gray while the tubs are usually white.
115-C	0	a	The whale swims in a bathtub.<eol>.The bathtub cannot swim in the whale.
116-A	0	a	A boxer would never punch in a boxing match.<eol>.Boxers will be arrested if they punch someone.
116-B	0	a	A boxer would never punch in a boxing match.<eol>.Boxers are very nice people and hate all types of violence.
